-90;-75;-60;-45;-30;-15;0;15;30;45;60;75;90
1420;1391;1332;1295;1262;1239;1136;1093;962;887;855;773;636
1414;1383;1319;1300;1255;1239;1137;1088;951;879;847;772;631
1422;1390;1326;1295;1268;1236;1135;1090;964;893;858;771;635
1419;1388;1324;1294;1265;1236;1135;1087;943;886;835;771;635
1415;1390;1326;1294;1262;1231;1134;1093;963;891;855;759;631
1415;1390;1323;1295;1262;1231;1137;1092;967;879;854;770;635
1422;1391;1311;1295;1263;1233;1127;1079;968;894;863;772;640
1415;1387;1319;1287;1268;1231;1134;1089;962;892;847;775;640
1422;1386;1326;1300;1262;1238;1138;1091;961;887;859;775;640
1415;1391;1323;1294;1262;1238;1131;1088;962;886;860;779;631
1425;1391;1344;1295;1263;1244;1134;1088;964;891;855;774;640
1420;1383;1319;1297;1263;1227;1137;1088;959;886;855;774;646
1421;1391;1324;1299;1263;1231;1135;1089;960;890;857;774;642
1419;1383;1324;1295;1267;1231;1131;1088;964;879;855;772;640
1422;1390;1316;1295;1268;1235;1135;1089;960;883;851;774;644
1421;1388;1323;1294;1263;1238;1135;1088;955;892;863;780;640
1419;1390;1330;1295;1262;1229;1135;1089;962;885;861;774;640
1414;1386;1352;1294;1263;1236;1135;1088;959;886;854;774;635
1422;1383;1318;1295;1262;1230;1127;1093;963;888;858;771;643
1415;1390;1319;1295;1262;1236;1135;1089;964;879;847;751;644
1419;1394;1323;1294;1263;1231;1131;1079;967;886;860;768;639
1420;1383;1359;1300;1263;1239;1127;1089;963;886;860;771;640
1418;1390;1354;1302;1263;1235;1134;1089;963;878;863;759;640
1414;1388;1319;1294;1268;1234;1131;1088;961;887;860;767;643
1422;1383;1327;1300;1266;1236;1131;1092;966;886;855;768;631
1423;1383;1318;1294;1267;1236;1139;1088;951;890;857;769;640
1420;1394;1327;1295;1270;1227;1132;1089;951;887;855;774;642
1415;1390;1326;1295;1263;1231;1127;1079;960;883;855;743;635
1422;1390;1324;1294;1262;1236;1134;1088;963;883;854;771;640
1420;1390;1324;1302;1263;1231;1135;1085;960;884;847;780;640
1422;1391;1319;1295;1255;1238;1131;1090;964;879;858;773;643
1422;1387;1332;1295;1267;1235;1139;1088;958;878;856;771;640
1423;1395;1327;1300;1255;1239;1135;1088;951;887;855;771;643
1415;1388;1324;1297;1271;1235;1131;1088;958;883;855;775;640
1419;1391;1323;1295;1268;1235;1127;1089;964;887;854;774;640
1415;1386;1324;1294;1263;1239;1139;1075;959;879;857;774;635
1415;1391;1327;1294;1271;1231;1139;1086;965;879;854;773;640
1418;1388;1326;1294;1263;1239;1127;1088;958;889;847;775;631
1422;1391;1319;1303;1263;1231;1135;1088;961;892;852;770;640
1415;1383;1295;1294;1267;1231;1135;1088;962;874;854;774;631
1415;1388;1326;1294;1262;1231;1127;1088;966;886;855;770;631
1415;1388;1324;1295;1267;1236;1139;1086;960;891;857;779;631
1422;1396;1327;1300;1268;1237;1127;1088;964;887;856;771;640
1420;1390;1311;1295;1270;1231;1134;1079;960;875;847;771;640
1428;1388;1327;1295;1276;1239;1139;1088;951;895;855;775;641
1422;1388;1326;1295;1265;1239;1135;1088;958;887;858;768;643
1423;1391;1326;1295;1263;1231;1131;1079;963;886;855;779;640
1418;1383;1327;1300;1263;1231;1140;1088;951;903;862;775;644
1419;1390;1331;1295;1270;1231;1127;1088;954;886;860;777;644
1412;1391;1326;1287;1263;1230;1127;1079;960;883;855;772;640
1423;1390;1327;1295;1270;1231;1135;1083;961;887;854;772;631
1415;1390;1334;1298;1263;1231;1135;1087;963;894;855;780;640
1422;1388;1324;1295;1271;1235;1142;1088;951;886;855;772;631
1414;1388;1324;1272;1263;1231;1135;1088;963;886;847;771;638
1419;1383;1327;1300;1267;1239;1127;1082;960;892;855;771;640
1423;1389;1310;1295;1269;1231;1135;1088;960;879;852;770;642
1415;1392;1324;1300;1268;1235;1134;1093;960;883;852;778;631
1415;1393;1326;1294;1270;1238;1138;1088;951;890;855;775;640
1423;1387;1319;1303;1270;1231;1135;1081;956;886;854;775;639
1418;1392;1319;1295;1270;1238;1139;1084;955;882;860;775;640
1422;1383;1327;1298;1267;1231;1130;1079;961;887;854;767;635
1422;1383;1323;1295;1263;1231;1131;1088;962;894;858;774;643
1415;1390;1326;1299;1276;1239;1135;1083;966;888;855;769;639
1415;1383;1326;1294;1263;1235;1135;1088;963;879;855;771;640
1419;1392;1323;1295;1271;1239;1143;1089;966;892;847;771;643
1415;1388;1324;1294;1263;1235;1139;1088;960;890;862;772;640
1420;1396;1327;1300;1269;1240;1127;1083;960;897;854;774;631
1421;1391;1326;1295;1273;1236;1141;1088;962;887;855;773;640
1422;1383;1327;1295;1268;1242;1135;1088;951;887;854;772;640
1415;1388;1327;1292;1271;1231;1135;1088;964;879;862;780;647
1422;1383;1323;1295;1271;1239;1140;1088;963;886;855;775;634
1422;1386;1350;1295;1271;1231;1133;1088;963;883;855;773;631
1415;1391;1327;1300;1262;1231;1135;1089;960;887;863;775;638
1422;1388;1330;1287;1270;1227;1135;1084;962;887;855;778;631
1415;1390;1326;1295;1270;1231;1135;1088;966;888;851;775;631
1415;1388;1323;1295;1271;1230;1135;1088;961;883;854;775;639
1419;1390;1326;1298;1269;1239;1131;1083;963;887;857;775;641
1420;1386;1326;1294;1255;1227;1141;1091;959;887;855;775;640
1419;1383;1324;1295;1277;1231;1134;1089;964;888;847;775;640
1415;1391;1324;1295;1271;1231;1139;1088;951;887;858;773;638
1423;1396;1326;1300;1271;1231;1135;1079;960;896;854;772;635
1420;1383;1326;1294;1277;1231;1139;1083;951;887;855;771;646
1422;1387;1324;1295;1268;1240;1141;1088;958;887;855;775;644
1415;1390;1327;1295;1263;1234;1143;1092;951;896;855;774;644
1419;1390;1327;1292;1276;1231;1135;1086;951;886;851;771;644
1422;1383;1319;1295;1271;1236;1139;1088;951;886;851;775;644
1420;1387;1326;1295;1263;1240;1135;1088;964;886;854;770;639
1420;1387;1327;1291;1272;1231;1135;1089;960;879;854;778;640
1415;1396;1326;1295;1277;1226;1135;1088;956;890;863;772;640
1414;1390;1326;1295;1264;1234;1133;1088;951;887;855;780;643
1418;1391;1332;1296;1271;1231;1140;1088;948;891;855;772;642
1419;1386;1324;1294;1271;1237;1139;1089;947;896;857;775;644
1415;1390;1331;1295;1276;1238;1139;1086;957;890;854;771;642
1415;1386;1332;1287;1274;1239;1139;1089;963;891;851;775;645
1422;1390;1326;1294;1267;1239;1135;1090;962;886;854;775;631
1419;1383;1327;1294;1270;1238;1135;1094;963;890;854;774;644
1415;1391;1324;1291;1276;1238;1135;1083;960;883;854;775;645
1420;1383;1326;1287;1263;1236;1140;1079;962;887;860;774;644
1423;1383;1326;1286;1279;1244;1127;1089;961;879;854;767;640
1415;1386;1326;1295;1263;1231;1135;1088;960;886;847;774;636
1415;1390;1319;1294;1271;1239;1135;1091;961;886;858;773;631
1423;1383;1324;1287;1269;1231;1135;1091;960;887;854;772;634
1420;1390;1327;1294;1278;1244;1127;1089;962;888;847;771;646
1419;1388;1326;1295;1274;1223;1141;1086;956;887;855;773;648
1420;1391;1319;1294;1271;1231;1143;1092;962;883;854;771;644
1415;1390;1326;1294;1275;1235;1146;1088;951;887;860;774;640
1415;1390;1352;1292;1270;1239;1135;1083;960;890;858;775;640
1423;1387;1319;1290;1267;1231;1135;1089;956;887;855;772;644
1415;1383;1323;1294;1271;1243;1135;1079;960;892;863;771;640
1419;1388;1316;1291;1278;1223;1143;1088;958;896;855;770;640
1424;1393;1326;1295;1276;1240;1135;1088;963;897;847;771;631
1424;1383;1327;1294;1266;1235;1134;1091;956;887;855;771;648
1420;1390;1327;1292;1284;1241;1141;1083;964;887;855;778;631
1420;1390;1326;1292;1263;1236;1139;1084;951;898;862;775;652
1419;1391;1319;1291;1271;1238;1135;1088;967;892;855;767;642
1423;1390;1329;1292;1276;1233;1140;1088;960;896;855;771;652
1420;1387;1319;1287;1274;1231;1135;1083;960;896;852;778;645
1426;1390;1326;1293;1274;1231;1141;1087;961;892;856;775;644
1415;1383;1326;1287;1270;1235;1135;1088;961;886;854;775;643
1420;1391;1326;1292;1271;1239;1139;1088;964;892;855;768;644
1422;1383;1319;1294;1276;1244;1139;1085;958;895;857;778;642
1422;1391;1326;1287;1267;1230;1135;1089;961;887;855;772;640
1419;1390;1326;1287;1270;1239;1143;1089;961;886;851;775;642
1423;1388;1327;1286;1270;1231;1143;1090;962;898;855;782;642
1415;1383;1326;1292;1271;1239;1140;1088;962;887;853;771;655
1419;1380;1326;1292;1270;1231;1127;1088;962;887;855;775;631
1420;1390;1326;1287;1271;1236;1131;1089;960;886;851;772;642
1420;1387;1326;1292;1270;1239;1135;1090;962;887;860;771;638
1418;1386;1293;1287;1272;1245;1139;1085;960;886;855;775;667
1415;1398;1326;1292;1271;1238;1139;1088;962;887;855;774;641
1411;1392;1327;1287;1274;1239;1143;1086;966;892;851;775;641
1420;1390;1324;1292;1276;1239;1135;1091;961;887;855;771;646
1422;1390;1324;1287;1276;1239;1127;1088;960;887;854;775;642
1423;1390;1327;1292;1269;1231;1135;1091;951;889;855;775;646
1414;1393;1327;1286;1267;1239;1141;1089;960;886;861;772;640
1418;1391;1326;1287;1274;1233;1145;1090;960;892;855;774;631
1420;1387;1323;1291;1280;1231;1135;1088;963;883;858;775;631
1423;1390;1326;1287;1263;1231;1140;1090;958;890;855;771;642
1415;1389;1326;1287;1280;1238;1143;1091;960;890;863;775;640
1420;1393;1326;1287;1280;1227;1135;1090;962;887;855;768;649
1422;1388;1319;1292;1271;1231;1141;1090;960;886;860;778;640
1428;1390;1329;1292;1274;1231;1131;1088;960;887;859;772;635
1422;1390;1323;1287;1271;1246;1135;1084;963;884;851;780;635
1422;1388;1326;1294;1276;1231;1131;1089;956;887;854;772;640
1420;1390;1335;1287;1270;1236;1137;1088;955;887;847;772;639
1420;1386;1327;1287;1275;1238;1141;1088;958;887;855;772;647
1420;1391;1326;1287;1275;1239;1135;1079;960;887;854;773;640
1422;1383;1327;1287;1271;1239;1133;1093;963;891;847;774;644
1415;1391;1323;1287;1278;1235;1140;1088;950;887;855;774;646
1422;1390;1326;1286;1263;1235;1139;1087;964;887;859;774;652
1422;1383;1319;1287;1270;1239;1135;1084;951;886;855;777;644
1419;1391;1326;1287;1280;1231;1140;1088;951;894;851;775;640
1418;1389;1326;1295;1280;1231;1143;1088;951;887;855;771;645
1415;1383;1326;1292;1271;1227;1135;1088;966;894;855;767;642
1415;1387;1326;1287;1274;1231;1135;1089;961;879;851;771;640
1423;1390;1326;1290;1272;1231;1140;1079;960;896;855;774;644
1419;1388;1327;1292;1267;1236;1131;1085;960;884;861;780;640
1423;1391;1324;1287;1263;1231;1135;1086;957;891;855;775;642
1415;1390;1326;1287;1263;1238;1141;1089;955;896;855;767;643
1422;1387;1326;1283;1276;1231;1135;1088;951;887;861;780;642
1421;1387;1319;1288;1271;1244;1139;1092;956;887;860;781;644
1423;1383;1327;1287;1271;1239;1141;1091;960;887;855;771;642
1415;1383;1326;1287;1280;1231;1135;1086;955;900;853;774;640
1422;1391;1348;1292;1270;1230;1132;1088;963;886;860;780;640
1415;1386;1323;1287;1271;1231;1132;1092;960;886;846;771;643
1415;1390;1327;1290;1271;1227;1140;1084;961;887;855;772;640
1420;1387;1326;1293;1279;1238;1137;1079;955;895;855;759;642
1422;1390;1327;1287;1274;1231;1143;1088;951;887;855;775;645
1415;1391;1326;1292;1280;1239;1135;1087;960;874;855;775;641
1422;1396;1332;1288;1270;1235;1143;1091;964;884;855;775;640
1415;1387;1327;1290;1271;1239;1135;1086;956;891;855;770;643
1415;1390;1332;1287;1271;1238;1135;1086;963;893;854;772;643
1418;1390;1327;1287;1271;1239;1135;1083;960;892;855;774;623
1422;1396;1327;1286;1271;1236;1135;1084;962;896;860;775;639
1420;1390;1326;1294;1271;1239;1139;1079;960;886;855;775;645
1422;1388;1327;1287;1271;1236;1135;1091;967;887;854;775;646
1418;1387;1324;1287;1276;1235;1142;1079;960;879;852;780;644
1419;1390;1327;1287;1270;1231;1141;1091;962;898;856;772;647
1423;1383;1323;1290;1280;1238;1135;1083;955;887;855;775;642
1415;1391;1358;1292;1263;1236;1137;1079;963;886;854;768;647
1418;1391;1332;1291;1270;1238;1141;1086;951;887;855;774;640
1422;1392;1327;1290;1271;1231;1139;1091;955;894;855;773;646
1415;1383;1334;1288;1275;1239;1139;1089;956;886;851;775;640
1419;1383;1329;1292;1271;1237;1135;1088;960;879;858;773;642
1419;1388;1326;1291;1275;1244;1141;1086;951;891;855;775;646
1422;1395;1327;1292;1280;1231;1141;1088;962;887;860;772;644
1422;1388;1319;1287;1275;1231;1135;1087;963;883;854;771;641
1423;1391;1326;1287;1271;1236;1135;1088;962;891;854;775;643
1415;1383;1326;1292;1271;1231;1135;1088;958;892;851;780;643
1423;1390;1327;1292;1280;1236;1139;1090;963;883;857;780;650
1415;1388;1326;1290;1271;1223;1142;1088;960;892;855;775;646
1419;1389;1326;1296;1271;1231;1135;1079;960;887;854;774;641
1423;1383;1324;1292;1270;1239;1147;1091;955;886;859;767;647
1423;1391;1326;1295;1271;1233;1135;1088;961;887;860;771;640
1415;1390;1329;1286;1263;1231;1141;1088;964;887;860;774;642
1423;1391;1332;1288;1270;1241;1135;1088;963;895;851;776;640
1415;1390;1327;1287;1278;1235;1143;1088;963;896;855;772;641
1422;1383;1327;1290;1268;1231;1127;1091;964;887;856;767;641
1420;1387;1327;1287;1276;1236;1140;1085;983;884;862;778;641
1422;1390;1327;1287;1280;1241;1135;1089;954;891;855;769;631
1421;1390;1323;1292;1271;1238;1135;1089;958;883;855;775;644
1415;1391;1359;1290;1271;1237;1135;1088;949;883;859;767;644
1420;1390;1327;1287;1270;1235;1144;1088;979;887;851;771;640
1420;1396;1330;1294;1271;1239;1135;1088;951;896;852;775;644
1415;1390;1327;1292;1276;1240;1135;1079;964;883;855;774;643
1428;1389;1327;1287;1271;1231;1148;1089;958;898;860;771;643
1422;1390;1327;1292;1276;1233;1139;1086;956;888;854;775;644
1423;1394;1331;1287;1276;1242;1139;1079;951;887;860;772;646
1422;1391;1327;1287;1274;1230;1144;1079;958;883;859;771;655
1420;1391;1326;1292;1270;1238;1134;1088;951;887;855;769;643
1417;1390;1327;1292;1271;1231;1143;1079;963;887;855;778;646
1422;1391;1327;1292;1274;1234;1135;1089;961;895;862;774;647
1421;1390;1327;1287;1270;1239;1143;1088;951;890;855;775;642
1423;1391;1324;1290;1271;1238;1139;1088;961;890;855;772;640
1419;1390;1325;1292;1270;1239;1142;1092;958;879;854;771;640
1422;1391;1332;1294;1276;1231;1139;1088;962;888;855;771;646
1415;1391;1324;1286;1274;1236;1135;1089;955;875;861;767;631
1418;1391;1331;1291;1276;1231;1143;1090;963;886;859;778;646
1415;1389;1323;1290;1263;1230;1131;1089;964;890;851;771;644
1423;1394;1326;1291;1276;1238;1141;1092;955;896;851;774;631
1415;1388;1326;1287;1271;1234;1140;1079;951;887;855;774;643
1422;1390;1330;1294;1278;1235;1139;1089;966;887;850;785;642
1420;1390;1327;1287;1276;1231;1135;1088;958;892;855;767;643
1422;1391;1326;1295;1271;1238;1143;1089;960;887;854;771;646
1418;1388;1327;1291;1274;1239;1135;1083;951;887;847;776;638
1428;1387;1326;1292;1267;1237;1140;1085;958;879;855;775;643
1421;1383;1327;1287;1278;1236;1127;1089;951;891;860;770;646
1414;1396;1326;1294;1276;1231;1135;1086;961;887;855;775;640
1420;1390;1326;1268;1271;1227;1140;1090;951;892;852;774;647
1422;1391;1329;1291;1276;1234;1137;1093;972;887;854;775;643
1423;1389;1326;1291;1274;1238;1139;1088;963;892;855;775;646
1420;1392;1327;1292;1280;1235;1135;1096;959;892;854;775;642
1418;1391;1324;1302;1271;1239;1139;1095;963;887;855;775;640
1422;1389;1329;1294;1268;1239;1139;1079;960;890;858;776;640
1415;1383;1326;1287;1270;1231;1145;1088;951;883;855;775;640
1423;1387;1327;1287;1278;1242;1139;1088;951;886;859;774;642
1422;1390;1334;1287;1277;1231;1135;1094;951;886;855;775;646
1415;1383;1327;1295;1278;1235;1135;1088;955;888;860;777;647
1422;1387;1326;1287;1278;1231;1135;1091;964;886;855;768;647
1419;1391;1326;1292;1276;1244;1139;1091;960;887;863;775;636
1415;1390;1327;1294;1263;1235;1139;1087;961;892;863;772;654
1422;1390;1328;1292;1278;1235;1139;1086;961;894;862;776;647
1420;1390;1326;1292;1267;1241;1139;1086;960;911;855;775;644
1415;1390;1332;1290;1280;1238;1135;1090;958;895;860;768;644
1419;1383;1326;1290;1280;1242;1142;1090;956;894;854;772;631
1421;1391;1327;1294;1278;1244;1139;1088;961;890;855;771;640
1415;1390;1326;1287;1276;1235;1135;1090;951;886;851;775;647
1415;1388;1326;1294;1274;1231;1129;1089;961;887;855;775;646
1420;1386;1327;1294;1263;1235;1142;1083;958;887;855;782;647
1423;1390;1327;1290;1277;1236;1135;1088;963;883;853;777;649
1418;1386;1323;1291;1276;1235;1135;1089;947;890;855;773;649
1419;1390;1332;1292;1280;1242;1134;1083;955;887;855;774;643
1415;1396;1359;1286;1275;1231;1145;1088;950;894;855;771;643
1423;1383;1326;1294;1271;1239;1134;1091;962;887;855;771;641
1415;1388;1327;1291;1276;1234;1140;1088;955;895;851;776;642
1423;1390;1351;1291;1267;1236;1143;1088;960;892;855;771;640
1415;1391;1327;1287;1271;1231;1135;1089;960;887;855;780;647
1423;1388;1326;1292;1267;1234;1139;1086;964;883;851;775;646
1420;1391;1327;1294;1271;1231;1139;1088;961;887;855;774;643
1422;1391;1326;1290;1283;1239;1135;1079;960;887;855;775;640
1419;1383;1319;1287;1270;1240;1135;1079;951;890;855;768;645
1418;1391;1323;1295;1274;1231;1141;1092;961;887;859;763;646
1412;1392;1332;1287;1271;1238;1140;1088;963;887;855;771;646
1420;1391;1326;1287;1271;1243;1139;1095;962;891;855;780;643
1415;1388;1326;1287;1278;1231;1135;1079;961;887;857;780;643
1419;1390;1326;1294;1278;1236;1135;1091;959;890;855;774;643
1420;1388;1326;1292;1274;1240;1137;1089;958;886;855;774;639
1419;1387;1327;1295;1271;1251;1139;1088;966;887;850;772;643
1419;1390;1327;1292;1271;1239;1139;1088;954;887;854;775;646
1421;1391;1327;1293;1276;1236;1139;1087;967;891;851;772;643
1415;1390;1327;1287;1270;1238;1141;1085;947;896;855;773;643
1415;1390;1336;1292;1271;1231;1135;1089;951;887;851;776;644
1423;1383;1327;1287;1276;1239;1137;1086;951;896;855;774;646
1420;1387;1326;1291;1279;1246;1135;1085;961;887;855;775;646
1423;1388;1359;1287;1276;1238;1135;1084;951;887;856;771;642
1415;1390;1332;1295;1274;1239;1135;1088;956;887;857;780;648
1415;1388;1319;1294;1275;1231;1135;1083;951;892;854;774;643
1423;1390;1327;1295;1271;1238;1135;1089;955;890;860;771;646
1418;1390;1330;1287;1276;1235;1135;1088;955;886;847;775;640
1419;1391;1326;1294;1271;1240;1134;1086;958;896;855;771;639
1424;1388;1327;1287;1278;1238;1147;1088;958;896;855;763;646
1425;1390;1327;1294;1270;1236;1135;1089;961;900;859;770;640
1422;1390;1332;1290;1263;1243;1140;1088;957;886;855;781;647
1421;1390;1331;1295;1271;1231;1133;1089;955;892;855;771;647
1419;1390;1327;1287;1270;1236;1139;1088;955;879;863;772;648
1422;1390;1326;1291;1276;1238;1134;1079;967;887;855;775;643
1415;1390;1327;1287;1270;1237;1139;1090;964;887;860;775;651
1415;1387;1329;1292;1272;1238;1143;1079;960;887;847;771;640
1415;1390;1326;1292;1271;1231;1135;1089;960;887;851;771;640
1422;1390;1327;1287;1276;1239;1135;1089;961;886;854;775;645
1420;1388;1330;1290;1275;1237;1135;1088;951;887;855;775;647
1420;1387;1327;1287;1271;1231;1127;1085;962;879;855;771;646
1418;1390;1326;1292;1263;1236;1139;1079;963;894;863;775;640
1422;1391;1327;1294;1288;1235;1142;1079;955;879;858;772;637
1418;1390;1330;1286;1277;1230;1139;1077;959;886;856;774;638
1420;1391;1326;1291;1275;1239;1135;1077;951;896;860;771;644
1419;1388;1327;1287;1271;1236;1135;1075;961;887;854;771;643
1422;1386;1327;1294;1280;1247;1139;1071;951;892;855;774;641
1420;1388;1326;1294;1270;1230;1135;1077;963;896;856;770;640
1423;1390;1329;1292;1275;1235;1139;1071;956;896;847;774;631
1420;1383;1323;1290;1276;1231;1143;1075;960;883;859;767;643
1422;1391;1327;1294;1276;1234;1139;1077;951;891;855;774;646
1420;1390;1332;1294;1266;1244;1136;1075;955;887;862;773;649
1420;1391;1327;1294;1270;1244;1135;1075;951;887;847;778;644
1419;1388;1327;1287;1271;1231;1135;1075;962;896;856;775;647
1420;1391;1326;1294;1280;1236;1139;1077;960;894;855;781;646
1419;1388;1327;1287;1271;1235;1137;1080;963;887;855;771;650
1423;1383;1326;1287;1278;1251;1143;1071;960;888;855;771;646
1421;1383;1326;1287;1274;1240;1143;1084;960;886;855;774;647
1415;1390;1319;1287;1270;1239;1135;1075;953;892;862;771;646
1420;1383;1326;1291;1271;1223;1139;1077;960;883;862;775;649
1420;1391;1326;1291;1271;1244;1135;1075;951;887;855;774;643
1415;1391;1327;1287;1271;1223;1139;1079;955;887;855;768;647
1419;1383;1326;1294;1276;1236;1135;1075;960;890;854;777;641
1419;1383;1327;1287;1268;1231;1141;1079;960;887;855;775;647
1422;1390;1330;1294;1271;1231;1139;1078;958;891;855;770;639
1422;1383;1327;1287;1271;1239;1142;1079;959;891;855;779;641
1422;1389;1332;1287;1271;1238;1139;1078;951;887;856;775;640
1415;1391;1324;1290;1268;1231;1135;1087;962;887;860;780;647
1422;1391;1327;1287;1271;1238;1144;1075;959;892;851;780;593
1422;1388;1327;1288;1274;1231;1131;1079;955;887;853;774;647
1415;1396;1326;1295;1271;1235;1133;1075;960;882;852;771;643
1415;1383;1327;1287;1270;1231;1139;1079;960;894;859;774;652
1422;1391;1326;1292;1271;1244;1139;1079;958;887;854;771;694
1422;1391;1327;1294;1275;1231;1135;1079;957;898;855;770;643
1415;1390;1354;1292;1271;1231;1135;1079;951;891;847;780;647
1418;1386;1327;1287;1268;1231;1139;1079;961;887;855;769;640
1415;1391;1326;1292;1278;1239;1141;1079;960;886;863;774;643
1420;1391;1314;1292;1276;1238;1135;1082;960;894;855;781;647
1420;1390;1323;1291;1270;1239;1139;1079;951;890;855;768;647
1420;1394;1327;1290;1275;1239;1139;1083;960;887;854;771;643
1420;1391;1326;1292;1274;1237;1135;1079;959;887;852;771;640
1414;1391;1327;1290;1263;1239;1139;1079;967;892;851;771;643
1424;1390;1319;1291;1271;1238;1131;1083;959;886;855;770;645
1418;1390;1327;1287;1276;1230;1139;1086;960;887;859;774;643
1422;1386;1326;1287;1280;1239;1127;1087;961;890;855;777;645
1422;1390;1331;1287;1270;1234;1126;1079;960;879;859;773;642
1422;1391;1324;1292;1270;1239;1135;1083;960;887;855;771;650
1422;1391;1325;1287;1263;1231;1135;1081;964;893;855;774;650
1421;1390;1327;1287;1272;1235;1135;1079;962;886;855;772;640
1420;1390;1326;1287;1270;1236;1135;1079;960;900;855;780;647
1422;1391;1329;1287;1271;1240;1142;1079;966;890;855;771;640
1422;1388;1327;1292;1275;1235;1139;1084;955;887;862;771;654
1421;1383;1331;1287;1276;1235;1135;1086;960;891;855;775;647
1415;1391;1345;1287;1271;1233;1141;1088;964;899;855;775;643
1418;1390;1327;1292;1270;1227;1140;1085;958;887;860;770;642
1422;1394;1332;1286;1271;1231;1135;1087;961;894;863;772;646
1422;1391;1303;1286;1273;1239;1135;1079;951;887;860;781;651
1419;1398;1330;1287;1276;1243;1131;1084;951;896;860;776;647
1420;1390;1326;1294;1276;1231;1143;1083;961;887;855;774;647
1422;1391;1326;1287;1280;1237;1141;1079;958;894;855;775;647
1420;1391;1326;1287;1280;1237;1140;1079;958;891;856;775;647
1423;1390;1327;1291;1271;1231;1135;1087;960;887;862;771;646
1423;1387;1328;1292;1270;1236;1139;1086;964;883;860;771;647
1422;1391;1332;1287;1274;1231;1139;1079;960;892;855;774;643
1421;1391;1327;1292;1275;1231;1139;1079;960;887;855;775;647
1419;1391;1332;1292;1271;1235;1135;1084;963;891;847;772;649
1422;1389;1327;1295;1278;1238;1143;1079;960;887;855;772;647
1421;1391;1327;1294;1272;1233;1135;1087;965;896;853;774;647
1419;1383;1327;1290;1278;1238;1139;1088;960;887;855;759;647
1423;1391;1326;1294;1271;1233;1143;1079;963;892;860;768;652
1419;1391;1327;1292;1277;1238;1140;1079;954;878;862;770;640
1422;1391;1332;1291;1272;1239;1135;1079;961;887;863;774;647
1419;1383;1327;1287;1271;1235;1135;1079;951;893;860;775;646
1423;1387;1327;1294;1274;1231;1139;1088;964;887;855;775;647
1422;1389;1331;1287;1263;1238;1139;1089;960;886;847;791;643
1423;1391;1327;1287;1271;1238;1140;1086;962;896;856;775;652
1423;1390;1326;1291;1274;1241;1141;1079;967;896;855;777;647
1415;1390;1327;1293;1280;1239;1140;1082;965;887;860;771;645
1422;1393;1331;1287;1275;1235;1137;1079;959;879;859;783;640
1415;1391;1327;1294;1270;1239;1139;1088;960;883;860;775;647
1422;1390;1326;1294;1270;1241;1142;1079;951;886;860;775;643
1422;1390;1331;1296;1275;1238;1135;1085;951;892;851;774;646
1420;1390;1326;1292;1276;1231;1141;1085;960;891;862;771;647
1423;1390;1334;1290;1277;1239;1135;1086;957;891;861;774;647
1419;1390;1327;1294;1270;1236;1135;1089;960;890;855;775;646
1419;1390;1331;1295;1278;1233;1135;1088;951;891;855;775;654
1418;1396;1326;1295;1263;1235;1142;1083;964;892;855;774;647
1420;1390;1327;1295;1277;1236;1143;1088;961;896;860;770;647
1420;1391;1327;1286;1271;1238;1141;1079;962;886;856;771;647
1423;1391;1327;1299;1276;1236;1135;1086;959;894;858;775;644
1422;1393;1319;1291;1271;1238;1139;1086;961;887;855;774;652
1423;1387;1302;1290;1270;1231;1142;1088;963;892;855;775;647
1420;1387;1323;1292;1270;1237;1142;1079;965;892;855;775;640
1420;1395;1327;1292;1268;1239;1139;1079;970;892;862;774;647
1423;1387;1327;1291;1270;1236;1138;1089;961;886;855;770;646
1423;1391;1327;1295;1276;1235;1135;1088;963;887;859;772;647
1415;1383;1326;1294;1271;1231;1141;1085;961;896;855;770;643
1422;1390;1327;1292;1274;1237;1139;1088;960;891;861;774;643
1415;1390;1327;1294;1271;1238;1135;1079;963;896;855;782;650
1423;1391;1327;1291;1271;1231;1139;1083;970;896;855;774;647
1415;1391;1327;1291;1277;1231;1143;1086;962;896;854;771;645
1423;1391;1333;1287;1276;1238;1135;1083;960;887;857;770;643
1415;1390;1326;1287;1268;1238;1143;1092;962;883;855;772;642
1420;1394;1331;1300;1271;1238;1142;1099;961;887;859;769;646
1422;1390;1326;1294;1267;1238;1139;1086;951;890;861;771;647
1423;1391;1326;1295;1272;1231;1143;1088;963;903;854;771;654
1422;1390;1324;1291;1278;1231;1145;1079;964;895;862;774;645
1422;1391;1347;1295;1271;1231;1135;1086;956;886;860;771;652
1415;1390;1327;1287;1268;1246;1140;1083;961;887;855;771;647
1419;1391;1332;1294;1274;1236;1135;1091;966;896;855;767;652
1422;1388;1308;1294;1263;1231;1135;1088;972;890;860;775;646
1422;1391;1327;1294;1280;1238;1139;1084;964;892;855;770;650
1415;1391;1332;1287;1267;1236;1139;1079;955;894;855;778;647
1427;1391;1331;1294;1270;1239;1135;1079;961;892;865;779;652
1420;1390;1327;1294;1276;1238;1135;1086;956;886;858;775;647
1422;1391;1327;1294;1267;1236;1143;1089;963;887;861;775;647
1418;1390;1326;1294;1271;1231;1135;1087;958;887;855;773;647
1422;1391;1334;1295;1276;1231;1135;1086;963;887;862;779;647
1415;1383;1327;1292;1271;1231;1143;1083;957;887;862;771;647
